"iso3","country_name","landlocked","island_state","west_europe","sub_saharan_africa","latin_america","MENA","former_commu","Pop_2015","Pop_2016","Pop_2017","Pop_2018","Pop_2019","Pop_2020","Pop_2021","Pop_2022","Pop_2023","GDPpc2015","GDPpc2016","GDPpc2017","GDPpc2018","GDPpc2019","GDPpc2020","GDPpc2021","GDPpc2022","GDPpc2023","2015V_Dem","2016V_Dem","2017V_Dem","2018V_Dem","2019V_Dem","2020V_Dem","2021V_Dem","2022V_Dem","2023V_Dem","diffusion_2015","diffusion_2016","diffusion_2017","diffusion_2018","diffusion_2019","diffusion_2020","diffusion_2021","diffusion_2022","diffusion_2023","Pop_log_2015","Pop_log_2016","Pop_log_2017","Pop_log_2018","Pop_log_2019","Pop_log_2020","Pop_log_2021","Pop_log_2022","Pop_log_2023","Pop_cat_2015","Pop_cat_2016","Pop_cat_2017","Pop_cat_2018","Pop_cat_2019","Pop_cat_2020","Pop_cat_2021","Pop_cat_2022","Pop_cat_2023","GDPpc_log_2015","GDPpc_log_2016","GDPpc_log_2017","GDPpc_log_2018","GDPpc_log_2019","GDPpc_log_2020","GDPpc_log_2021","GDPpc_log_2022","GDPpc_log_2023","Asia","Americas","Africa","Europe","Oceania","carribbean","pacific_island","eastern_europe","north_america","east_asia","nordic","mediterranean","not_defined","srNorth_Africa","srSouthern_Africa","srWest_Africa","srEast_Africa","srCentral_Africa","srEast_Asia","srSouth_Asia","srSoutheast_Asia","srCaucasus","srCentral_Asia","srMiddle_East","srEast_Central_Europe","srNordic","srSouthern_Europe","srWestern_Europe","srNorth_America","srCarribbean","srCentral_America","srSouth_America","srOceania"
"IRN","Iran",0,0,0,0,0,1,0,82619362,83812228,85026754,86117998,87051648,87723443,88455488,89524246,90608707,13905.1921172487,14915.5941209299,15108.1094121896,14642.4975713628,14040.6646532072,14397.1535705748,14951.8948716503,15331.3329400419,15912.0299184195,0.13,0.132,0.128,0.127,0.123,0.115,0.091,0.078,0.082,0.34660487763695,0.344356726914603,0.34178753371297,0.345199843076746,0.349185270823117,0.343104929161426,0.334162684083721,0.32795746055433,0.323523490390925,18.2297546178019,18.2440894736616,18.2584765178715,18.2712289835576,18.2820121556477,18.2896997306297,18.2980100229991,18.3100200515849,18.3220608701483,"Large","Large","Large","Large","Large","Large","Large","Large","Large",9.54001758298748,9.61016252994229,9.62298692580967,9.59168337210173,9.54971301643132,9.57478579731498,9.61259331805466,9.63765391786037,9.67483070077459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"IRQ","Iraq",0,0,0,0,0,1,0,37560535,38469627,39337353,40265624,41192171,42116605,43071211,44070551,45074049,13516.0271989173,15016.0920644557,14417.6306896454,14456.2357053191,14910.2250318827,12827.6345392293,12731.7535755128,13393.6749428104,12711.0616746745,0.238,0.247,0.236,0.242,0.229,0.21,0.218,0.203,0.21,0.35518713187222,0.352496001802612,0.349972947190538,0.352629570976892,0.356828956710724,0.351333088786464,0.3414705224227,0.335317905311008,0.330771309882197,17.4414644560794,17.4653795788146,17.4876850834555,17.5110086604219,17.533758771991,17.5559526389425,17.5783653736538,17.6013023395764,17.6238172286614,"Large","Large","Large","Large","Large","Large","Large","Large","Large",9.51163146018176,9.6168777093381,9.57620709010223,9.57888113715568,9.6098025003265,9.45935707110486,9.45185443347959,9.50253785530962,9.4502278913539,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ISL","Iceland",0,1,0,0,0,0,0,330815,335439,343400,352721,360563,366463,372520,382003,393349,59925.9731433459,62825.3710310874,63943.2920504196,65297.2102047997,65065.9056817227,59575.1903930351,61685.8356114982,65563.9208701239,66880.0658104169,0.785,0.78,0.783,0.798,0.779,0.777,0.744,0.733,0.744,0.486813483848644,0.484071080363775,0.480910134933213,0.479440634341392,0.479297750120001,0.473437171557118,0.46386944022543,0.458204539756336,0.453190662365219,12.7093145857227,12.7231954006811,12.7466512274455,12.7734326551378,12.7954219777204,12.811652840233,12.8280460066356,12.853183740961,12.882452537489,"Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro",11.0008652985257,11.0481142681817,11.0657519078449,11.0867045916076,11.0831559687593,10.9949944978164,11.0298096148432,11.0907808368981,11.1106562317655,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ISR","Israel",0,0,0,0,0,0,0,8380100,8546000,8713300,8882800,9054000,9215100,9371400,9557500,9756600,40763.3543831066,41717.7240872786,42665.265663717,43556.3491408262,44350.2472861814,42936.7078897549,46165.6452836695,48195.6507226953,48356.0899146248,0.659,0.652,0.638,0.627,0.627,0.645,0.657,0.656,0.634,0.341967224519302,0.337424718984861,0.338792274152299,0.33909514500804,0.339858913035286,0.335138629497806,0.326669952251946,0.320737984468683,0.317652393559615,15.9413704055613,15.9609738951861,15.9803611519302,15.9996273805822,16.018717206978,16.0363540008991,16.0531730560739,16.0728367445527,16.0934545370419,"Small","Small","Small","Small","Small","Small","Small","Small","Small",10.6155387799051,10.638681355548,10.6611404176879,10.6818107613404,10.6998735635098,10.6674824008121,10.7399911918773,10.7830240619984,10.7863474477507,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ITA","Italy",0,0,0,0,0,0,0,60730582,60627498,60536709,60421760,59729081,59438851,59133173,59013667,58993475,46879.1126079149,47539.3352902363,48374.1633532922,48866.8366577442,49645.6963150395,45463.9202005971,49780.3380006538,52206.4866229918,52588.6899412963,0.783,0.792,0.793,0.79,0.781,0.774,0.775,0.769,0.757,0.492158806180746,0.488234734579485,0.481212073868221,0.478157698656276,0.479871764031438,0.471719150682011,0.452294182456577,0.444465242430079,0.437702081813528,17.9219579512298,17.9202591104968,17.918760499327,17.9168598629259,17.9053295786869,17.9004586277697,17.8953026277813,17.8932796191124,17.8929374025338,"Large","Large","Large","Large","Large","Large","Large","Large","Large",10.7553274950597,10.7693127587011,10.7867211351601,10.796854258432,10.8126669852539,10.7246743277536,10.8153753657871,10.8629620309588,10.8702563554782,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"JAM","Jamaica",0,1,0,0,0,0,0,2802534,2809915,2815764,2820097,2823271,2830739,2837682,2839144,2839786,9778.11854181647,9886.55139209403,9964.39102196217,10137.1110525894,10216.0655361472,9178.32077782074,9577.16421134079,10072.0485289361,10291.3126701479,0.681,0.688,0.704,0.692,0.706,0.702,0.695,0.696,0.678,0.414621828586874,0.414609246014046,0.411919016175963,0.408938237650778,0.407058799507154,0.406634133510456,0.397684885891611,0.393308321966799,0.38466965613301,14.8460345658798,14.8486647917421,14.8507441859299,14.8522818394858,14.8534066997943,14.8560483662728,14.858498079684,14.859013156254,14.8592392551856,"Small","Small","Small","Small","Small","Small","Small","Small","Small",9.18790236638444,9.19893066735645,9.20677311908478,9.22395833049546,9.23171681274144,9.12459954507628,9.1671368158026,9.21751939391512,9.23905538824772,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"JOR","Jordan",0,0,0,0,0,1,0,9544729,10006367,10234226,10462306,10671891,10865228,11066356,11256263,11439213,9581.6893809446,9321.9046623721,9339.81054860678,9311.53131354454,9288.5272415511,9022.63944977504,9182.49616125602,9266.57547415865,9362.58776056423,0.222,0.195,0.235,0.242,0.239,0.241,0.248,0.248,0.253,0.389409712605661,0.387365069537863,0.382036989254117,0.380288892703858,0.381539235728216,0.379091223244169,0.371779667667385,0.365772182332278,0.35968746437754,16.0714996229107,16.1187321483509,16.1412481513552,16.1632894511946,16.1831238334422,16.2010781562661,16.2194200725354,16.2364352428197,16.2525577478432,"Small","Large","Large","Large","Large","Large","Large","Large","Large",9.16760919998427,9.14012224971584,9.14204124714209,9.13900883725529,9.13653528765281,9.1074921921775,9.12505435964375,9.13416917004407,9.14447700140656,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"JPN","Japan",0,1,0,0,0,0,0,127141000,127076000,126972000,126811000,126633000,126261000,125681593,125124989,124516650,43427.4333543599,43777.1817582808,44547.0524430962,44890.5852664897,44772.8952471381,43042.5528351476,44347.6593488392,44970.2217135899,45948.6761132298,0.742,0.742,0.74,0.758,0.755,0.746,0.729,0.728,0.731,0.391009193707601,0.390192429515949,0.394347509739587,0.394314958320933,0.393068915142215,0.38701990044346,0.379740794324002,0.374536566543744,0.367685500105059,18.6608072647869,18.6602958906348,18.6594771476743,18.6582083469934,18.6568036972146,18.6538617510371,18.6492622268791,18.6448237076876,18.6399499998671,"Huge","Huge","Huge","Huge","Huge","Huge","Huge","Huge","Huge",10.6788466253335,10.6868679961926,10.7043012678166,10.7119833694831,10.7093582185016,10.669944506161,10.6998152095432,10.7137558100081,10.7352803159048,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAZ","Kazakhstan",1,0,0,0,0,0,1,18084169,18363600,18651931,18932727,19209555,19482117,19743603,20034609,20330104,30893.7594851041,30758.3227260598,31524.4416339794,32330.2274546567,33298.2123695035,32011.5491499004,32945.8515725823,33506.2614893237,34703.2349286604,0.113,0.117,0.113,0.111,0.114,0.118,0.125,0.137,0.144,0.355517874933233,0.352577453155562,0.351081509157088,0.355134339298946,0.353355717955207,0.341347629621804,0.334039472443837,0.326213797641371,0.317467571200313,16.7105474726306,16.7258810023671,16.7414602375683,16.7564025698626,16.7709183694582,16.7850075258386,16.7983400981107,16.8129717860147,16.8276133011842,"Large","Large","Large","Large","Large","Large","Large","Large","Large",10.3383094840786,10.3339158943715,10.3585184488279,10.3837579061001,10.4132589919301,10.3738520276036,10.4026206313241,10.4194876104767,10.4545881871995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"KEN","Kenya",0,0,0,1,0,0,0,47088526,48139687,49197766,50207107,51202827,52217334,53219166,54252461,55339003,4679.62182831938,4770.31046388086,4846.86210851932,5017.66784674664,5171.71264279257,5057.40115537429,5338.85243382781,5491.69378280246,5682.98916248678,0.421,0.422,0.407,0.392,0.395,0.4,0.426,0.449,0.456,0.329942546194638,0.3253414443222,0.322098233670362,0.321280437920792,0.320179432499792,0.316921628211883,0.311625097384537,0.310403055958232,0.305475329244355,17.6675399199672,17.6896174884285,17.7113587739276,17.7316671483465,17.7513053033292,17.7709250666957,17.7899291525906,17.8091589134112,17.8289885162591,"Large","Large","Large","Large","Large","Large","Large","Large","Large",8.45097257973206,8.47016666853181,8.48608678661036,8.52072053237737,8.55095917817664,8.52860802468369,8.58276600882768,8.61099200837826,8.64523263428963,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KGZ","Kyrgyzstan",1,0,0,0,0,0,1,6040035.5,6175337.5,6306695.5,6444078.5,6590211,6726595.5,6851224,6975219.5,7099750,5600.21479787578,5715.01087451862,5861.22246508753,5951.8292293921,6087.60193826927,5537.79588482812,5736.47883415154,6139.77832836366,6403.14308780476,0.314,0.308,0.309,0.336,0.321,0.257,0.27,0.242,0.199,0.323634427940867,0.321890073678611,0.319964634159338,0.320626254823135,0.321292606639999,0.317981885916587,0.309570322398017,0.306692682531583,0.304178111761152,15.6139204473772,15.6360740948552,15.657122404791,15.6786722050794,15.7010959241755,15.7215797043837,15.7399378804073,15.7578743547106,15.775570130124,"Small","Small","Small","Small","Small","Small","Small","Small","Small",8.63056023275117,8.65085147903001,8.67611347260432,8.69145388480295,8.71400951275689,8.61935184585197,8.65460085755254,8.7225439176171,8.76454425626345,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"KHM","Cambodia",0,0,0,0,0,0,1,15623251,15852803,16073372,16274522,16481304,16725474,16974305,17201724,17423880,4968.57276699143,5283.72964943779,5632.03125629342,6050.59088262205,6448.88455952805,6128.78243783335,6225.5326547474,6456.7382143272,6690.58942585792,0.114,0.102,0.079,0.072,0.065,0.065,0.066,0.064,0.057,0.350649260444505,0.349101183833585,0.348136810505236,0.351145555003282,0.355383839296236,0.347302066877037,0.341881747034134,0.34003530587082,0.339768342035936,16.5642708113214,16.5788568880781,16.5926745476871,16.6051113754279,16.6177372055289,16.6324435043841,16.6472112880083,16.6605201693189,16.6733522370788,"Large","Large","Large","Large","Large","Large","Large","Large","Large",8.51088790823015,8.5723875003359,8.63622544759049,8.70791121280492,8.7716624583273,8.72075138568378,8.73641428469995,8.77287954887864,8.80845725475062,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"KOR","South Korea",0,0,0,0,0,0,0,51014947,51217803,51361911,51585058,51764822,51836239,51769539,51672569,51712619,42107.2476109116,43176.4115690852,44415.6596220307,45509.2825204448,46368.9140025247,45976.5345777007,48017.4887140049,49364.4933757757,49995.4877276869,0.608,0.626,0.798,0.799,0.783,0.79,0.781,0.731,0.604,0.329270392959397,0.328100157816178,0.325586033900275,0.326068266262943,0.325479875700326,0.319732647576602,0.313555967092234,0.31084386169198,0.309466470249561,17.7476292261809,17.7515977444147,17.7544074245977,17.7587426148738,17.7622213645596,17.7636000572221,17.7623124840673,17.7604376184003,17.7612123909336,"Large","Large","Large","Large","Large","Large","Large","Large","Large",10.6479751571322,10.673049596611,10.7013473804282,10.7256715955699,10.7443845568508,10.7358864274408,10.7793205717398,10.8069866871706,10.8196880348917,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KWT","Kuwait",0,0,0,0,0,1,0,3834574,4004096,4154812,4323515,4442316,4400267,4360865,4589643,4853420,57473.1139554478,56650.3734580497,52022.7232984952,51364.271157544,51122.3312398328,49124.5406217346,50689.0440784829,50984.3024427951,46458.2004898213,0.287,0.289,0.297,0.293,0.296,0.291,0.284,0.296,0.313,0.324186369253112,0.322024579574951,0.319072419013651,0.320841861337858,0.322563191572358,0.31718961178714,0.309078955377457,0.303606511345816,0.299267961129351,15.1595689044752,15.2028283951538,15.2397777385573,15.279579286788,15.3066864200328,15.2971757788656,15.288180990143,15.3393128012341,15.3951941690481,"Small","Small","Small","Small","Small","Small","Small","Small","Small",10.9590725340507,10.9446538588095,10.8594358886223,10.8466980960733,10.8419766912947,10.8021139979163,10.8334650731012,10.8392730690885,10.7463082731124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"LAO","Laos",1,0,0,0,0,0,0,6801645,6908802,7018147,7128045,7237636,7346533,7453194,7559007,7664993,6703.74124348885,7063.25545347926,7432.4596330485,7775.08574451883,8075.27502377003,7995.59502527818,8080.43553249923,8183.03286472653,8372.15591874407,0.078,0.079,0.088,0.086,0.101,0.084,0.097,0.105,0.095,0.34792147669446,0.346110058961594,0.343501155960396,0.344653407806151,0.347889097157544,0.341714286724234,0.335757442194329,0.333118709855481,0.332409048455039,15.7326750526551,15.7483068087885,15.7640097810444,15.7795475612442,15.7948051917058,15.809739059223,15.8241532233117,15.8382503903223,15.8521741570456,"Small","Small","Small","Small","Small","Small","Small","Small","Small",8.81042104408541,8.86266133659847,8.91361212371704,8.95867976522056,8.99656220618209,8.98664604717387,8.99720105259948,9.0098181267391,9.03266670722716,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"LBN","Lebanon",0,0,0,0,0,1,0,6472469,6323060,6160128,5984119,5794594,5702398,5718122,5744489,5773493,14980.020515614,15572.3611739774,16128.5838196051,16290.0516478592,15659.5661040012,12507.4366368078,11599.7755083765,11474.7505845558,NA,0.298,0.298,0.3,0.284,0.275,0.274,0.271,0.253,0.237,0.355463480615749,0.351944568163302,0.349563414648303,0.34999650577657,0.351717493492906,0.348364300163946,0.340179384174089,0.334953436164014,0.332970722290923,15.6830682011023,15.6597138261623,15.6336081145146,15.6046196848024,15.5724359719048,15.556397346089,15.5591509877683,15.5637515183986,15.5687878279372,"Small","Small","Small","Small","Small","Small","Small","Small","Small",9.61447262660392,9.65325290226932,9.68834836934818,9.69830987211649,9.65883726188132,9.43407867733377,9.35874102418103,9.34790429914184,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"LBR","Liberia",0,0,0,1,0,0,0,4659431,4755608,4848925,4944726,5043721,5149463,5259323,5373294,5493031,1714.09047960464,1653.31050211233,1661.30290782171,1647.97443793846,1575.76665001238,1497.37692436272,1539.20892304674,1578.99837069175,1616.92373356695,0.452,0.455,0.462,0.431,0.412,0.428,0.423,0.425,0.436,0.38672040263955,0.389041271411002,0.396017067447658,0.396788698519714,0.393837149287809,0.389894493624782,0.380038915649671,0.36903732765791,0.361260893306643,15.3544038956424,15.3748351111924,15.3942675888613,15.4138321119992,15.4336546612937,15.4544029953586,15.4755128692061,15.4969516862486,15.5189907558552,"Small","Small","Small","Small","Small","Small","Small","Small","Small",7.44663788633192,7.41053492174926,7.41535745771999,7.40730219938945,7.3624971947422,7.31147013920818,7.33902387709236,7.36454598239428,7.38828069307638,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBY","Libya",0,0,0,0,0,1,0,6531819,6632126,6738770,6849055,6951033,7045399,7135175,7223805,7305659,12192.1386217463,11828.7113766913,15424.055430096,16380.8515494718,14333.4224412442,9976.03740275891,12641.5097714075,11456.0768149668,12478.1434623596,0.173,0.172,0.167,0.152,0.148,0.145,0.126,0.108,0.103,0.4474747162056,0.445407994329994,0.440879500790384,0.438546977327601,0.439149990769608,0.429547026097562,0.410331831978974,0.396920496402121,0.393045451566215,15.6921960229519,15.7074359744105,15.7233879736531,15.7396212445172,15.7544008395897,15.7678853376232,15.780547335572,15.7928923803591,15.8041598112815,"Small","Small","Small","Small","Small","Small","Small","Small","Small",9.40854664775568,9.37828502261084,9.64368361060009,9.70386834320302,9.57034932281925,9.20794123662699,9.44474110450845,9.34627559439502,9.43173386982852,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LKA","Sri Lanka",0,1,0,0,0,0,0,20970000,21209000,21444000,21670000,21803000,21919000,22156000,22181000,22037000,13329.7793437945,13845.6146784784,14578.6018622132,14759.8248943303,14637.4442911872,13886.6513728651,14316.1352225683,13249.4085187153,13029.523937847,0.401,0.45,0.444,0.482,0.434,0.37,0.395,0.441,0.421,0.358309641446781,0.355968725207322,0.353740401452166,0.35549768302058,0.354642573579823,0.349246270130151,0.342725255504001,0.339228131306107,0.335521817627736,16.8586034028781,16.8699361778575,16.8809554439296,16.8914393735125,16.8975581329702,16.9028643985655,16.9136188981351,16.9147466245329,16.9082334168319,"Large","Large","Large","Large","Large","Large","Large","Large","Large",9.49775585968199,9.53572383176497,9.58731010674044,9.59966423455633,9.59133820200204,9.53868332481632,9.56914251739651,9.49170819032101,9.47497313359933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"LSO","Lesotho",1,0,0,1,0,0,0,2104611,2130422,2157110,2183603,2209405,2235727,2261542,2286110,2311472,2986.95866729879,3057.26091568162,2924.68096193272,2846.41828124649,2773.28639887236,2517.11041897944,2544.78249551214,2577.54544127769,2595.82952310453,0.449,0.427,0.372,0.436,0.489,0.505,0.502,0.503,0.503,0.376494380434698,0.373204254691005,0.369561310077924,0.368904887568536,0.363587702430923,0.355791516753794,0.351306162783184,0.348977086746196,0.341898515061654,14.5596412099216,14.5718306401278,14.5842799208258,14.5964868227668,14.6082338064756,14.6200770127799,14.631557439472,14.6423622411643,14.6533951089907,"Small","Small","Small","Small","Small","Small","Small","Small","Small",8.00201098059067,8.02527466848804,7.98094068087357,7.95381673947614,7.92778832152042,7.83086686345375,7.84180046187942,7.85459284571735,7.86166140660162,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU","Lithuania",0,0,0,0,0,0,1,2904910,2868231,2828403,2801543,2794137,2794885,2800839,2831639,2871585,35294.675898663,36701.1302383197,38934.5168324669,41241.1075599026,43284.5236558711,43291.4662262508,45955.5689507242,46609.1558723102,46118.092510024,0.782,0.769,0.75,0.754,0.755,0.755,0.739,0.741,0.735,0.490888122210331,0.483176878556529,0.476581159751175,0.474728401856267,0.476535672468695,0.464971841438533,0.454410529092681,0.449282428437625,0.446002529394673,14.8819129667211,14.8692060213912,14.855222799382,14.8456808947899,14.8430338512405,14.8433015188233,14.8454295731186,14.8563662539191,14.8703747001021,"Small","Small","Small","Small","Small","Small","Small","Small","Small",10.4714874071458,10.5105628302529,10.5696364583403,10.627190794218,10.6755504287579,10.6757108097227,10.735430316321,10.749552278761,10.7389606142481,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"LUX","Luxembourg",1,0,1,0,0,0,0,569604,582014,596336,607950,620001,630419,640064,653103,666430,129293.707435221,132836.085831418,131353.485058714,130415.193065291,131609.09961567,128256.560340756,135379.291201024,134507.667530539,130373.477941928,0.795,0.795,0.795,0.797,0.798,0.791,0.79,0.794,0.798,0.595517338575262,0.591659769108359,0.586849905669454,0.583640027873779,0.583314479167408,0.575961347327308,0.56496564406801,0.561306474739169,0.555294155303779,13.2526966615272,13.2742497814071,13.2985595455847,13.3178479207246,13.3374763699232,13.3541399566655,13.3693234503362,13.3894901293575,13.4096903868287,"Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro",11.7698418971814,11.7968712097706,11.7856473273747,11.7784784329247,11.7875914414986,11.7617879144792,11.8158356824234,11.8093764840612,11.7781585177722,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"LVA","Latvia",0,0,0,0,0,0,1,1977527,1959537,1942248,1927174,1913822,1900449,1884490,1879383,1877445,30572.1123168527,31640.053135357,33006.7007301215,34698.4929188186,35176.5509290232,34195.1373065443,36880.4564610875,37651.0169023845,38333.1714338943,0.764,0.755,0.75,0.752,0.749,0.745,0.744,0.742,0.768,0.536551107644521,0.530308668151352,0.524061290626081,0.522890121944643,0.523567944960311,0.515699222744971,0.505439094138267,0.500976705650528,0.495338903356115,14.4973576321338,14.4882187788115,14.4793566230786,14.4715652391167,14.4646128477153,14.457600732008,14.4491677852279,14.4464540894502,14.445422367917,"Small","Small","Small","Small","Small","Small","Small","Small","Small",10.3278435102031,10.362179101253,10.4044658722642,10.4544515332574,10.4681349728094,10.4398387289224,10.5154370545215,10.5361152422228,10.5540708952047,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MAR","Morocco",0,0,0,0,0,1,0,34607588,35023457,35446392,35839760,36210898,36584208,36954442,37329064,37712505,8198.80859375,8141.9404296875,8450.0087890625,8611.75,8768.17578125,8054.56298828125,8623.265625,8666.0791015625,8868.7119140625,0.231,0.233,0.241,0.242,0.24,0.232,0.236,0.246,0.249,0.472911661399393,0.471659952290197,0.470327766772761,0.468989696791894,0.467707327764348,0.461607120653947,0.449632285751541,0.438815158085243,0.432792604938457,17.3595835223422,17.37152859497,17.3835320286118,17.39456844962,17.4048706812134,17.4151272298495,17.4251964146419,17.4352827769091,17.4455022950315,"Large","Large","Large","Large","Large","Large","Large","Large","Large",9.01174412925111,9.0047838126136,9.04192276047642,9.0608828288014,9.07888405703086,8.99399404066708,9.06221913472235,9.0671717300637,9.09028484650167,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDA","Moldova",0,0,0,0,0,0,1,2835978,2803186,2755189,2707203,2664224,2635130,2595809,2528654,2457783,11691.0797484184,12377.366678394,13118.8219369605,13895.5043655692,14621.2401362286,13559.2600217483,15682.0703284653,15291.1287359331,15855.2737421842,0.472,0.432,0.4,0.391,0.443,0.524,0.626,0.65,0.608,0.367432359031573,0.365020150154795,0.361052063461236,0.360663454087349,0.356065014180152,0.347949503901982,0.342821040449417,0.340309381194687,0.33533147963421,14.8578974091993,14.8462671854195,14.8289966007569,14.8114265565495,14.7954233911916,14.784443074604,14.769408779369,14.7431977033228,14.7147702820539,"Small","Small","Small","Small","Small","Small","Small","Small","Small",9.36658141533488,9.42362481589048,9.48180326707639,9.53932063986754,9.5902305543458,9.51482498933782,9.66027332144255,9.63502811803838,9.67125745217719,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MDG","Madagascar",0,1,0,1,0,0,0,25426702,26099952,26788375,27494926,28219554,28953556,29691083,30437261,31195932,1633.26492163503,1654.6710785916,1675.55914894277,1684.6493759955,1713.796122026,1551.12557962095,1599.4127689767,1622.61082445382,1643.30934795137,0.251,0.251,0.252,0.284,0.258,0.256,0.249,0.249,0.241,0.364253427450974,0.364153313027327,0.361562310855674,0.363351786856743,0.361247529664802,0.353387013607142,0.348569394509413,0.347176838935873,0.342519654438215,17.0513104396446,17.0774440332108,17.1034785827195,17.129512036522,17.15552569987,17.1812035869098,17.2063573230029,17.2311781066202,17.2557982596635,"Large","Large","Large","Large","Large","Large","Large","Large","Large",7.39833630984017,7.41135752400553,7.42390220881792,7.42931273567106,7.44646614343983,7.34673612677249,7.37739182147021,7.3917917509937,7.404467382695,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDV","Maldives",0,1,0,0,0,0,0,428154,443308,458287,473099,487731,502118,516154,524106,525994,18715.3208296488,19263.5263628026,19948.4385847652,20998.879189238,21855.501224579,14242.9750701162,19052.6224904311,21357.8112511153,22286.9801703571,0.191,0.185,0.179,0.197,0.412,0.433,0.422,0.433,0.453,0.439247771725237,0.439399125801411,0.437700807534987,0.433166253989751,0.42855298345985,0.422919009734885,0.410263171448105,0.406711252093165,0.401702364937232,12.9672382229308,13.00202006704,13.0352509043956,13.067059947899,13.0975193033442,13.1265904308126,13.1541604495489,13.1694492329216,13.1730450848107,"Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro",9.8370977631063,9.86596876115775,9.90090615282723,9.95222434334018,9.99220794112636,9.56401908660772,9.85496003461978,9.9691728183067,10.0117579380792,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
