"iso3","country_name","region","sub_region","culture","area","landlocked","island_state","commu _pre_dis_ussr","west_europe","sub_saharan_africa","latin_america","MENA","former_commu","Pop_2015","Pop_2016","Pop_2017","Pop_2018","Pop_2019","Pop_2020","Pop_2021","Pop_2022","Pop_2023","GDPpc2015","GDPpc2016","GDPpc2017","GDPpc2018","GDPpc2019","GDPpc2020","GDPpc2021","GDPpc2022","GDPpc2023","2015Status","2015PR rating","2015CL rating","2015PR","2015CL","2016Status","2016PR rating","2016CL rating","2016PR","2016CL","2017Status","2017PR rating","2017CL rating","2017PR","2017CL","2018Status","2018PR rating","2018CL rating","2018PR","2018CL","2019Status","2019PR rating","2019CL rating","2019PR","2019CL","2020Status","2020PR rating","2020CL rating","2020PR","2020CL","2021Status","2021PR rating","2021CL rating","2021PR","2021CL","2022Status","2022PR rating","2022CL rating","2022PR","2022CL","2023Status","2023PR rating","2023CL rating","2023PR","2023CL","total_fh_2015","total_fh_2016","total_fh_2017","total_fh_2018","total_fh_2019","total_fh_2020","total_fh_2021","total_fh_2022","total_fh_2023","diffusion_fh_2015","diffusion_fh_2016","diffusion_fh_2017","diffusion_fh_2018","diffusion_fh_2019","diffusion_fh_2020","diffusion_fh_2021","diffusion_fh_2022","diffusion_fh_2023","Pop_log_2015","Pop_log_2016","Pop_log_2017","Pop_log_2018","Pop_log_2019","Pop_log_2020","Pop_log_2021","Pop_log_2022","Pop_log_2023","Pop_cat_2015","Pop_cat_2016","Pop_cat_2017","Pop_cat_2018","Pop_cat_2019","Pop_cat_2020","Pop_cat_2021","Pop_cat_2022","Pop_cat_2023","GDPpc_log_2015","GDPpc_log_2016","GDPpc_log_2017","GDPpc_log_2018","GDPpc_log_2019","GDPpc_log_2020","GDPpc_log_2021","GDPpc_log_2022","GDPpc_log_2023","area_log","lat_log","Pop_Density_2015","Pop_Density_2016","Pop_Density_2017","Pop_Density_2018","Pop_Density_2019","Pop_Density_2020","Pop_Density_2021","Pop_Density_2022","Pop_Density_2023","Pop_Density_log_2015","Pop_Density_log_2016","Pop_Density_log_2017","Pop_Density_log_2018","Pop_Density_log_2019","Pop_Density_log_2020","Pop_Density_log_2021","Pop_Density_log_2022","Pop_Density_log_2023","central_asia","east_asia","southeast_asia","south_asia","nordic","eastern_europe","mediterranean","carribbean","north_america","pacific_island","not_defined","Asia","Americas","Africa","Europe","Oceania","srNorth_Africa","srWest_Africa","srCentral_Africa","srEast_Africa","srSouthern_Africa","srCaucasus","srCentral_Asia","srMiddle_East","srEast_Asia","srSoutheast_Asia","srSouth_Asia","srNordic","srWestern_Europe","srEast_Central_Europe","srBalkans","srSouthern_Europe","srNorth_America","srCentral_America","srCarribbean","srSouth_America","srOceania"
"LTU","Lithuania","Europe","East-Central Europe","Eastern European",65300,0,0,"Post Communist",0,0,0,0,1,2904910,2868231,2828403,2801543,2794137,2794885,2800839,2831639,2871585,35294.675898663,36701.1302383197,38934.5168324669,41241.1075599026,43284.5236558711,43291.4662262508,45955.5689507242,46609.1558723102,46118.092510024,"F",1,1,38,53,"F",1,1,38,53,"F",1,1,38,53,"F",1,1,38,53,"F",1,1,38,53,"F",1,1,38,53,"F",1,2,38,52,"F",1,2,38,51,"F",1,2,38,51,91,91,91,91,91,91,90,89,89,65.8667447271488,65.7327469618296,65.2938700817344,64.8331116880513,64.2345721770479,64.3299397895232,63.3096864100676,62.6807107921561,62.3186747043309,14.8819129667211,14.8692060213912,14.855222799382,14.8456808947899,14.8430338512405,14.8433015188233,14.8454295731186,14.8563662539191,14.8703747001021,"Small","Small","Small","Small","Small","Small","Small","Small","Small",10.4714874071458,10.5105628302529,10.5696364583403,10.627190794218,10.6755504287579,10.6757108097227,10.735430316321,10.749552278761,10.7389606142481,11.0867473152645,4.60483673039796,44.4856049004594,43.9239050535988,43.3139816232772,42.9026493108729,42.7892343032159,42.8006891271057,42.8918683001531,43.3635375191424,43.9752679938744,3.79516565145658,3.78245870612669,3.76847548411748,3.75893357952538,3.75628653597593,3.75655420355873,3.7586822578541,3.7696189386546,3.78362738483756,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"LUX","Luxembourg","Europe","Western Europe","Western Europe",2586,1,0,"No",1,0,0,0,0,569604,582014,596336,607950,620001,630419,640064,653103,666430,129293.707435221,132836.085831418,131353.485058714,130415.193065291,131609.09961567,128256.560340756,135379.291201024,134507.667530539,130373.477941928,"F",1,1,38,60,"F",1,1,38,60,"F",1,1,38,60,"F",1,1,38,60,"F",1,1,38,60,"F",1,1,38,60,"F",1,1,38,59,"F",1,1,38,59,"F",1,1,38,59,98,98,98,98,98,98,97,97,97,77.0496241683438,76.4838452275994,75.6214584404516,75.0821553551056,74.738713723482,74.7061849621629,74.3194917537145,73.9100161071723,73.8035079833858,13.2526966615272,13.2742497814071,13.2985595455847,13.3178479207246,13.3374763699232,13.3541399566655,13.3693234503362,13.3894901293575,13.4096903868287,"Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro",11.7698418971814,11.7968712097706,11.7856473273747,11.7784784329247,11.7875914414986,11.7617879144792,11.8158356824234,11.8093764840612,11.7781585177722,7.8578675593318,4.55264803159812,220.264501160093,225.063418406806,230.601701469451,235.092807424594,239.752900232019,243.781515854602,247.511214230472,252.553364269142,257.706883217324,5.39482910219535,5.41638222207527,5.44069198625288,5.45998036139276,5.4796088105914,5.49627239733372,5.51145589100438,5.53162257002566,5.55182282749689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MDG","Madagascar","Africa","Southern Africa","Sub-Sahara",587041,0,1,"No",0,1,0,0,0,25426702,26099952,26788375,27494926,28219554,28953556,29691083,30437261,31195932,1633.26492163503,1654.6710785916,1675.55914894277,1684.6493759955,1713.796122026,1551.12557962095,1599.4127689767,1622.61082445382,1643.30934795137,"PF",4,4,22,30,"PF",3,4,24,32,"PF",3,4,24,32,"PF",3,4,24,32,"PF",3,4,24,32,"PF",3,3,26,35,"PF",3,4,27,33,"PF",3,4,27,34,"PF",3,4,27,34,52,56,56,56,56,61,60,61,61,54.8401915601807,54.4712740717892,53.806950613189,53.2257744020599,52.7311279425914,52.1986434738607,51.6815450100739,51.119726039124,51.1044524049974,17.0513104396446,17.0774440332108,17.1034785827195,17.129512036522,17.15552569987,17.1812035869098,17.2063573230029,17.2311781066202,17.2557982596635,"Large","Large","Large","Large","Large","Large","Large","Large","Large",7.39833630984017,7.41135752400553,7.42390220881792,7.42931273567106,7.44646614343983,7.34673612677249,7.37739182147021,7.3917917509937,7.404467382695,13.2828499430491,3.27399487172332,43.3133324588913,44.4601859154642,45.6328859483409,46.8364662774832,48.0708400265058,49.3211819958061,50.5775286564312,51.8486119368153,53.140976524638,3.76846049659553,3.79459409016168,3.82062863967044,3.8466620934729,3.87267575682091,3.89835364386067,3.92350737995384,3.9483281635711,3.97294831661442,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI","Malawi","Africa","East Africa","Sub-Sahara",118484,1,0,"No",0,1,0,0,0,17085587,17557739,18039715,18528081,19025752,19533888,20047258,20568728,21104482,1597.69145325828,1593.59549265589,1613.0593571462,1638.91665761076,1687.28944917892,1656.43985192533,1687.59358179651,1659.95933825168,1648.43651796379,"PF",3,4,27,34,"PF",3,3,27,37,"PF",3,3,26,37,"PF",3,3,26,37,"PF",3,3,26,38,"PF",3,3,26,36,"PF",3,3,29,37,"PF",3,3,29,37,"PF",3,3,29,37,61,64,63,63,64,62,66,66,66,52.4120824711562,52.0355257658195,51.2510436429464,50.5110652549767,49.9714528149389,49.5055639301932,48.8278656078342,48.3024994481069,48.407281350726,16.653745800565,16.681005379339,16.7080862742478,16.734798031107,16.7613039878691,16.7876613613804,16.8136029442599,16.8392824220895,16.8649959929506,"Large","Large","Large","Large","Large","Large","Large","Large","Large",7.37631502461588,7.37374805842265,7.38588787667082,7.40179072791511,7.43087864410522,7.41242591074285,7.43105887708848,7.41454838602147,7.4075825528008,11.6825332093441,3.44415022431215,144.20163903987,148.186582154553,152.25443941798,156.376228013909,160.57655042031,164.865196988623,169.198018297829,173.599203267952,178.120944600115,4.97121259122086,4.9984721699949,5.02555306490369,5.05226482176285,5.07877077852499,5.1051281520363,5.13106973491576,5.15674921274539,5.18246278360649,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYS","Malaysia","Asia","Southeast Asia","Southeast Asia",329758,0,0,"No",0,0,0,0,0,31232798,31789685,32355644,32910967,33440596,33889558,34282399,34695493,35126298,27699.6278860387,28425.3707609412,29551.5457597197,30459.9655338061,31300.5086554849,29200.452632127,29822.8491831618,32079.1515157489,32812.2997525336,"PF",4,4,19,27,"PF",4,4,18,27,"PF",4,4,18,26,"PF",4,4,18,27,"PF",4,4,21,31,"PF",4,4,21,31,"PF",4,4,21,30,"PF",4,4,20,30,"PF",4,4,22,31,46,45,44,45,52,52,51,50,53,53.5849243038277,53.5010661926328,53.1130880195685,52.8085371942901,52.3232400378067,51.9979754019941,51.2441155227324,50.2949647742172,50.2077608500611,17.2569793185858,17.2746524240615,17.2922990304633,17.3093165036541,17.3252811689885,17.3386175013028,17.3501426317423,17.3621203517551,17.3744606386721,"Large","Large","Large","Large","Large","Large","Large","Large","Large",10.2291742583682,10.2550373620145,10.2938913314397,10.3241684949254,10.3513896273702,10.2819394892365,10.3030301298028,10.3759616126203,10.3985587165354,12.7061143310889,3.87984403133241,94.7142995772657,96.4030743757543,98.1193602581287,99.8033921845717,101.409506365274,102.770995699877,103.962296593259,105.21501525361,106.521442997592,4.55086498749684,4.56853809297264,4.58618469937442,4.60320217256514,4.61916683789954,4.63250317021393,4.64402830065336,4.6560060206662,4.66834630758316,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"MDV","Maldives","Asia","Southeast Asia","Southeast Asia",298,0,1,"No",0,0,0,0,0,428154,443308,458287,473099,487731,502118,516154,524106,525994,18715.3208296488,19263.5263628026,19948.4385847652,20998.879189238,21855.501224579,14242.9750701162,19052.6224904311,21357.8112511153,22286.9801703571,"PF",4,4,20,28,"PF",4,5,19,24,"PF",5,5,17,23,"PF",5,5,14,21,"PF",5,5,14,21,"PF",4,5,18,22,"PF",4,5,19,21,"PF",4,5,19,21,"PF",4,5,19,22,48,43,40,35,35,40,40,40,41,53.1274947370407,53.3103195842806,52.837420583568,52.4197809298747,52.147643023454,51.879542388244,51.3790693175119,50.6167671180875,50.4991399642723,12.9672382229308,13.00202006704,13.0352509043956,13.067059947899,13.0975193033442,13.1265904308126,13.1541604495489,13.1694492329216,13.1730450848107,"Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro",9.8370977631063,9.86596876115775,9.90090615282723,9.95222434334018,9.99220794112636,9.56401908660772,9.85496003461978,9.9691728183067,10.0117579380792,5.6970934865054,3.90096199740138,1436.75838926174,1487.61073825503,1537.87583892617,1587.58053691275,1636.68120805369,1684.95973154362,1732.06040268456,1758.74496644295,1765.08053691275,7.27014473642544,7.30492658053456,7.33815741789017,7.36996646139357,7.40042581683884,7.4294969443072,7.45706696304347,7.47235574641623,7.47595159830528,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"MLI","Mali","Africa","West Africa","Sub-Sahara",1240142,1,0,"No",0,1,0,0,0,18593022,19191289,19813011,20442030,21068405,21713836,22388630,23072640,23769127,2270.78717860079,2328.74838545368,2375.34723535826,2411.53194778103,2451.1221609713,2348.8817236461,2347.62752913969,2357.19035404786,2394.67216396924,"PF",5,4,17,27,"PF",5,4,17,28,"PF",5,4,17,28,"PF",5,4,17,27,"PF",4,4,18,26,"PF",5,5,17,24,"NF",6,5,9,24,"NF",6,5,8,24,"NF",6,5,8,21,44,45,45,44,44,41,33,32,29,58.0494432660512,58.2809472855978,58.0180918275257,57.8245054545485,57.5545279087106,57.1140774291275,56.4979375817425,55.9400025533385,55.0714100641316,16.7382969070025,16.7699670361293,16.8018494010673,16.8331036334369,16.8632850828675,16.8934602190145,16.9240637986725,16.9541580579331,16.9838981116952,"Large","Large","Large","Large","Large","Large","Large","Large","Large",7.727881825077,7.75308622860527,7.7728989101433,7.78801748751625,7.80430122356364,7.76169463160156,7.76116053511895,7.76522566083247,7.78100161695546,14.0307364471538,4.05958056978576,14.9926556797528,15.4750738221913,15.976405121349,16.4836204241127,16.9887037129619,17.5091529840938,18.0532793825223,18.6048371879994,19.1664559381103,2.70756045984872,2.73923058897552,2.7711129539135,2.80236718628308,2.83254863571374,2.86272377186067,2.89332735151872,2.92342161077935,2.95316166454138,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLT","Malta","Europe","Southern Europe","Mediterranean",316,0,1,"No",0,0,0,0,0,445053,455356,467999,484630,504062,515332,518536,531511,552747,45980.9360911738,46773.109682496,51413.0844116677,53218.0429817597,53256.4429769188,50281.730929267,56697.2983573752,57607.5581786915,59548.0829356446,"F",1,1,39,58,"F",1,1,39,57,"F",1,1,39,57,"F",1,1,36,56,"F",2,1,35,56,"F",2,1,35,55,"F",2,1,35,55,"F",2,1,35,54,"F",2,1,35,54,97,96,96,92,91,90,90,89,89,63.8306332362036,63.3692379249546,62.3920996910132,61.531653459681,61.0871416143502,61.0313939994464,60.6098657141234,60.0473808754899,59.6808034475673,13.00594865518,13.0288348095864,13.0562214381454,13.0911409921756,13.1304545553607,13.1525666321359,13.1587647352926,13.183479172693,13.2226556712966,"Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro",10.7359821567697,10.7530637373379,10.8476479795865,10.8821527716226,10.8828740711241,10.8253970879125,10.9454818405626,10.9614090564557,10.9945393817488,5.75574221358691,4.39670993052511,1408.39556962025,1441,1481.00949367089,1533.63924050633,1595.1329113924,1630.79746835443,1640.93670886076,1681.99683544304,1749.19936708861,7.25020644159309,7.27309259599952,7.30047922455845,7.33539877858871,7.37471234177378,7.39682441854901,7.40302252170569,7.42773695910606,7.46691345770964,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MHL","Marshall Islands","Oceania","Oceania","Pacific Island",181,0,1,"No",0,0,0,0,0,48800,47709,46529,45285,44007,42706,41367,40077,38827,4670.10918234761,4896.52195451431,5199.34447953057,5635.30750416112,6405.075649183,6417.1844120548,6705.8752915044,6844.33467787253,6786.69569336005,"F",1,1,36,55,"F",1,1,37,55,"F",1,1,37,55,"F",1,1,37,55,"F",1,1,38,55,"F",1,1,38,55,"F",1,1,38,55,"F",1,1,38,55,"F",1,1,38,55,91,92,92,92,93,93,93,93,93,66.5278932289023,66.160426030022,65.7940619142501,65.6460587707358,65.4716233369639,65.1718368274956,64.8091091693868,64.3158914591738,64.0545187530322,10.7954855918412,10.772875338324,10.7478310530969,10.720731130809,10.6921039911559,10.6620947045679,10.6302387405099,10.5985578826579,10.5668711598904,"Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro",8.44893772990734,8.49628042686658,8.55628783499435,8.63680699537736,8.76484602521862,8.76673473538571,8.81073933029859,8.83117653473297,8.82271945900489,5.19849703126583,3.95954245782333,269.613259668508,263.585635359116,257.066298342541,250.193370165746,243.132596685083,235.944751381215,228.546961325967,221.419889502762,214.513812154696,5.59698856057541,5.5743783070582,5.54933402183107,5.52223409954322,5.49360695989005,5.46359767330203,5.43174170924402,5.4000608513921,5.36837412862456,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MRT","Mauritania","Africa","North Africa","MENA",1030700,0,0,"No",0,0,0,1,0,3965959,4086657,4210600,4337685,4467708,4600131,4734874,4875637,5022441,5969.54239881575,5866.28145291802,6050.62180822951,6153.63790853695,6162.21045071341,5963.23550334684,5836.56580821897,6053.26178704876,6258.71091329181,"NF",6,5,9,22,"NF",6,5,9,21,"NF",6,5,9,21,"NF",6,5,9,21,"NF",6,5,11,21,"PF",5,5,13,21,"PF",5,5,14,21,"PF",5,5,14,21,"PF",5,5,14,22,31,30,30,30,32,34,35,35,36,60.3847967123526,60.247685899586,59.9472493404294,60.1585915963408,59.8909854254141,59.5766302888393,58.893406768718,58.2510730232551,57.7390134254327,15.1932582501365,15.2232378343854,15.2531157133186,15.2828513536245,15.3123860834098,15.3415953393147,15.3704656738998,15.3997613205446,15.4294266284643,"Small","Small","Small","Small","Small","Small","Small","Small","Small",8.69442555333426,8.6769762287679,8.70791632396332,8.72479871575915,8.72619083156163,8.69336848244802,8.67189785631725,8.70835254409719,8.74172951849452,13.8457487410249,4.14998943308539,3.84783060056272,3.96493354031241,4.08518482584651,4.20848452508004,4.33463471427185,4.46311341806539,4.59384301930727,4.73041331134181,4.87284466867178,1.34750950911165,1.37748909336056,1.40736697229371,1.43710261259966,1.46663734238492,1.49584659828981,1.5247169328749,1.55401257951972,1.58367788743946,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUS","Mauritius","Africa","East Africa","Sub-Sahara",2045,0,1,"No",0,1,0,0,0,1262879,1263747,1264887,1265577,1265985,1266014,1266334,1262523,1261041,22335.2836166732,23182.0434124374,24073.2325633886,25024.1337925763,25739.354897588,21994.6659848681,22737.5729410543,24831.3727000712,26590.4238819278,"F",1,2,38,52,"F",1,2,38,52,"F",1,2,37,52,"F",1,2,37,52,"F",1,2,37,52,"F",1,2,37,52,"F",1,2,37,50,"F",1,2,36,50,"F",2,2,35,50,90,90,89,89,89,89,87,86,85,54.2457853814063,54.0346172293325,53.4544195965385,52.9260378214438,52.540241101916,52.3194839390956,51.864563145595,51.3307478489983,51.3008541858516,14.048904593101,14.0495916754268,14.0504933480905,14.0510387026319,14.0513610332748,14.0513839400769,14.0516366699558,14.0486226577875,14.0474481282964,"Small","Small","Small","Small","Small","Small","Small","Small","Small",10.013922932012,10.0511332671256,10.0888558201973,10.1275959899011,10.1557764185823,9.99855524771016,10.031774030784,10.1198631609077,10.1883064255138,7.6231530684769,3.22353137097636,617.544743276284,617.969193154034,618.526650366748,618.864058679707,619.063569682152,619.077750611247,619.234229828851,617.370660146699,616.645965770171,6.42575152462414,6.42643860694986,6.42734027961363,6.42788563415501,6.42820796479793,6.42823087160003,6.42848360147894,6.42546958931059,6.42429505981946,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEX","Mexico","Americas","Central America","Latin America",1967210,0,0,"No",0,0,1,0,0,121072306,122251351,123400057,124573711,125762982,126799054,127648148,128613117,129739759,21402.7526881229,21572.0388768991,21771.2405542751,21991.4275280533,21697.9251453896,19722.7908964584,20776.5927842989,21381.4293104229,21874.0161543764,"PF",3,3,28,36,"PF",3,3,28,37,"PF",3,3,28,37,"PF",3,3,26,36,"PF",3,3,27,36,"PF",3,3,27,35,"PF",3,4,27,34,"PF",3,4,27,33,"PF",3,4,27,33,64,65,65,62,63,62,61,60,60,65.6747806057167,65.1607084806318,64.6519001218531,64.3656701104206,63.786274546496,63.4176534852956,62.9862772191012,62.406220421679,62.0549587256084,18.6118984953349,18.6215897373829,18.6309421313479,18.6404081548978,18.6499095981961,18.6581141393717,18.6647881931251,18.6723193630111,18.6810411481862,"Huge","Huge","Huge","Huge","Huge","Huge","Huge","Huge","Huge",9.97127482302389,9.97915325864811,9.98834513718359,9.99840799858836,9.98497191953727,9.88953014433231,9.94158228510242,9.97027803503032,9.99305473441444,14.4921268532384,4.16976120150686,61.5451863298784,62.1445351538473,62.7284616283976,63.3250700230275,63.9296170718937,64.4562878391224,64.8879113058596,65.3784379908601,65.9511485809852,4.11977164209652,4.12946288414451,4.13881527810951,4.14828130165937,4.15778274495769,4.16598728613332,4.17266133988663,4.18019250977267,4.18891429494776,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"FSM","Micronesia (Federated States)","Oceania","Oceania","Pacific Island",707,0,1,"No",0,0,0,0,0,108716,109075,109481,109909,110282,110916,111624,112114,112630,3788.93409996369,3794.74545872368,3811.7896520226,3796.94604530189,3938.55708825637,3839.25896940106,3921.72503036883,3874.19905459701,3886.69657098366,"F",1,1,37,56,"F",1,1,37,56,"F",1,1,37,56,"F",1,1,37,56,"F",1,1,37,55,"F",1,1,37,55,"F",1,1,37,55,"F",1,1,37,55,"F",1,1,37,55,93,93,93,93,92,92,92,92,92,63.9027597768691,63.612111340447,63.2653401005958,63.0605591451319,62.9998215058124,62.6860119878205,62.2814342855287,61.7245483434719,61.5313764209143,11.5964942563895,11.5997909979918,11.6035062972013,11.6074080296684,11.610796000628,11.6165284370528,11.622891359572,11.6272714897548,11.6318633890417,"Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro",8.23984001840593,8.24137261478016,8.24585408277484,8.2419523503078,8.27856971396187,8.2530346502409,8.2742868947546,8.2620942248351,8.2653148652849,6.56103066589657,3.95508243741733,153.770862800566,154.278642149929,154.852899575672,155.458274398868,155.98585572843,156.882602545969,157.884016973126,158.577086280057,159.306930693069,5.03546359049297,5.03876033209524,5.04247563130474,5.04637736377178,5.04976533473141,5.05549777115621,5.06186069367547,5.06624082385818,5.07083272314517,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MDA","Moldova","Europe","East-Central Europe","Eastern European",33700,0,0,"Post Communist",0,0,0,0,1,2835978,2803186,2755189,2707203,2664224,2635130,2595809,2528654,2457783,11691.0797484184,12377.366678394,13118.8219369605,13895.5043655692,14621.2401362286,13559.2600217483,15682.0703284653,15291.1287359331,15855.2737421842,"PF",3,3,28,35,"PF",3,3,25,35,"PF",3,3,27,35,"PF",3,3,26,35,"PF",3,4,24,34,"PF",3,4,26,34,"PF",3,3,26,35,"PF",3,3,27,35,"PF",3,3,27,35,63,60,62,61,58,60,61,62,62,65.5414648154996,65.1233582195465,64.2825014846134,63.7026948135445,63.1248371196321,63.1970177322835,62.5969845312569,62.1845516675441,61.6945820012912,14.8578974091993,14.8462671854195,14.8289966007569,14.8114265565495,14.7954233911916,14.784443074604,14.769408779369,14.7431977033228,14.7147702820539,"Small","Small","Small","Small","Small","Small","Small","Small","Small",9.36658141533488,9.42362481589048,9.48180326707639,9.53932063986754,9.5902305543458,9.51482498933782,9.66027332144255,9.63502811803838,9.67125745217719,10.4252531163405,4.52486351848022,84.153649851632,83.1805934718101,81.756350148368,80.3324332344214,79.0570919881306,78.1937685459941,77.0269732937685,75.0342433234421,72.9312462908012,4.43264429285882,4.42101406907905,4.40374348441649,4.386173440209,4.37017027485118,4.35918995826355,4.34415566302856,4.31794458698235,4.28951716571344,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MCO","Monaco","Europe","Western Europe","Western Europe",2.08,0,0,"No",1,0,0,0,0,36757,37276,37678,38154,38109,38050,38527,38931,38956,115700,174412,173612,193968,199383,182537,235133,240862,NA,"F",2,1,31,57,"F",2,1,31,57,"F",3,1,27,57,"F",3,1,25,57,"F",3,1,26,56,"F",3,1,26,57,"F",3,1,26,57,"F",3,1,27,57,"F",3,1,27,57,88,88,84,82,82,83,83,84,84,72.6453290044888,72.2328821252334,71.3748149450484,70.8010121115959,70.3036362143867,70.2119553981761,69.7673829988311,69.2917730232474,69.1905852848651,10.5120839626932,10.5261049669055,10.5368316487253,10.5493858804955,10.5482057536916,10.5466563632898,10.5591145731821,10.5695461274053,10.5701880830811,"Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro",11.6587559131818,12.0691755954293,12.0645782032434,12.1754484759864,12.2029828771081,12.1147081711818,12.3679065904796,12.3919794343588,NA,0.732367893713227,4.48890179517785,17671.6346153846,17921.1538461538,18114.4230769231,18343.2692307692,18321.6346153846,18293.2692307692,18522.5961538462,18716.8269230769,18728.8461538462,9.77971606897995,9.79373707319232,9.80446375501209,9.81701798678224,9.81583785997834,9.8142884695766,9.82674667946892,9.83717823369211,9.83782018936786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MNG","Mongolia","Asia","East Asia","East Asia",1565500,1,0,"Post Communist",0,0,0,0,1,3026864,3088856,3148917,3208189,3267673,3327204,3383741,3433748,3481145,13974.5967260365,13898.1456953585,14401.5375067562,15230.2408828847,15790.6961126441,14801.3420829185,14792.2509086422,15310.4349469163,16222.8638898529,"F",1,2,36,50,"F",1,2,36,50,"F",1,2,36,49,"F",1,2,36,49,"F",1,2,36,49,"F",1,2,36,48,"F",1,2,36,48,"F",1,2,36,48,"F",1,2,36,48,86,86,85,85,85,84,84,84,84,55.9484628749655,55.6208677527664,55.0639920347791,54.7389181079731,54.3834362776443,54.166664096682,53.5671188081173,52.8176796946824,52.6758203142435,14.9230376580219,14.9433113537859,14.962569142162,14.9812171614451,14.9995886687561,15.0176428696222,15.0344924601361,15.0491629339379,15.062871820623,"Small","Small","Small","Small","Small","Small","Small","Small","Small",9.5449964407938,9.53951070700817,9.57509025116696,9.63103826210587,9.66717619194255,9.60247313691918,9.60185873537863,9.63628989758303,9.69417687742593,14.2637158197486,4.53456884303277,1.93348067709997,1.97307952730757,2.0114449057809,2.04930629191951,2.08730309805174,2.12532992654104,2.16144426700735,2.19338741616097,2.22366336633663,0.659321838273342,0.679595534037349,0.698853322413364,0.717501341696482,0.735872849007467,0.753927049873589,0.770776640387549,0.785447114189268,0.799156000874372,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
