"iso3","country_name","region","sub_region","culture","area","landlocked","island_state","commu _pre_dis_ussr","west_europe","sub_saharan_africa","latin_america","MENA","former_commu","Pop_2015","Pop_2016","Pop_2017","Pop_2018","Pop_2019","Pop_2020","Pop_2021","Pop_2022","Pop_2023","GDPpc2015","GDPpc2016","GDPpc2017","GDPpc2018","GDPpc2019","GDPpc2020","GDPpc2021","GDPpc2022","GDPpc2023","2015Status","2015PR rating","2015CL rating","2015PR","2015CL","2016Status","2016PR rating","2016CL rating","2016PR","2016CL","2017Status","2017PR rating","2017CL rating","2017PR","2017CL","2018Status","2018PR rating","2018CL rating","2018PR","2018CL","2019Status","2019PR rating","2019CL rating","2019PR","2019CL","2020Status","2020PR rating","2020CL rating","2020PR","2020CL","2021Status","2021PR rating","2021CL rating","2021PR","2021CL","2022Status","2022PR rating","2022CL rating","2022PR","2022CL","2023Status","2023PR rating","2023CL rating","2023PR","2023CL","total_fh_2015","total_fh_2016","total_fh_2017","total_fh_2018","total_fh_2019","total_fh_2020","total_fh_2021","total_fh_2022","total_fh_2023","diffusion_fh_2015","diffusion_fh_2016","diffusion_fh_2017","diffusion_fh_2018","diffusion_fh_2019","diffusion_fh_2020","diffusion_fh_2021","diffusion_fh_2022","diffusion_fh_2023","Pop_log_2015","Pop_log_2016","Pop_log_2017","Pop_log_2018","Pop_log_2019","Pop_log_2020","Pop_log_2021","Pop_log_2022","Pop_log_2023","Pop_cat_2015","Pop_cat_2016","Pop_cat_2017","Pop_cat_2018","Pop_cat_2019","Pop_cat_2020","Pop_cat_2021","Pop_cat_2022","Pop_cat_2023","GDPpc_log_2015","GDPpc_log_2016","GDPpc_log_2017","GDPpc_log_2018","GDPpc_log_2019","GDPpc_log_2020","GDPpc_log_2021","GDPpc_log_2022","GDPpc_log_2023","area_log","lat_log","Pop_Density_2015","Pop_Density_2016","Pop_Density_2017","Pop_Density_2018","Pop_Density_2019","Pop_Density_2020","Pop_Density_2021","Pop_Density_2022","Pop_Density_2023","Pop_Density_log_2015","Pop_Density_log_2016","Pop_Density_log_2017","Pop_Density_log_2018","Pop_Density_log_2019","Pop_Density_log_2020","Pop_Density_log_2021","Pop_Density_log_2022","Pop_Density_log_2023","central_asia","east_asia","southeast_asia","south_asia","nordic","eastern_europe","mediterranean","carribbean","north_america","pacific_island","not_defined","Asia","Americas","Africa","Europe","Oceania","srNorth_Africa","srWest_Africa","srCentral_Africa","srEast_Africa","srSouthern_Africa","srCaucasus","srCentral_Asia","srMiddle_East","srEast_Asia","srSoutheast_Asia","srSouth_Asia","srNordic","srWestern_Europe","srEast_Central_Europe","srBalkans","srSouthern_Europe","srNorth_America","srCentral_America","srCarribbean","srSouth_America","srOceania"
"CRI","Costa Rica","Americas","Central America","Latin America",51076,0,0,"No",0,0,1,0,0,4818038,4866998,4913177,4957818,4999553,5034320,5059988,5081765,5105525,21263.1954729748,21934.2769292519,22631.5061118079,23014.4162818696,23374.0295195047,22220.6515262284,23862.3648715793,24841.5462660993,25989.9098073719,"F",1,1,37,53,"F",1,1,37,53,"F",1,1,38,53,"F",1,1,38,53,"F",1,1,38,53,"F",1,1,38,53,"F",1,1,38,53,"F",1,1,38,53,"F",1,1,38,53,90,90,91,91,91,91,91,91,91,65.1804425253238,64.6374681907237,63.7922996097805,63.3864195327654,62.2266337156024,61.7834940359186,61.2896053534401,60.4371805475204,59.9418961030638,15.3878773492159,15.3979878778847,15.4074313373693,15.4164762825534,15.424859066402,15.4317890203964,15.4368746697193,15.4411692001559,15.4458338446458,"Small","Small","Small","Small","Small","Small","Small","Small","Small",9.96473294506865,9.99580584881043,10.0270982901827,10.0438760934213,10.0593808354128,10.0087773843762,10.080057805224,10.1202727831478,10.1654636573476,10.8410699985446,4.01216990578218,94.3307620017229,95.2893335421724,96.1934568094604,97.0674680867726,97.8845837575378,98.5652752760592,99.0678205027802,99.494185135876,99.9593742658,4.54680735067136,4.55691787934018,4.56636133882476,4.57540628400879,4.58378906785738,4.59071902185186,4.59580467117476,4.60009920161135,4.60476384610122,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"CIV","Cote d'Ivoire","Africa","West Africa","Sub-Sahara",322463,0,0,"No",0,1,0,0,0,25246342,25989405,26733372,27464173,28193009,28915449,29639736,30395002,31165654,5110.86240809881,5320.84646239855,5556.11366322898,5670.20005356688,5894.87874674153,5787.81533309018,6045.20480490879,6261.53314478398,6485.31584901747,"PF",5,4,17,29,"PF",4,4,20,31,"PF",4,4,20,32,"PF",4,4,19,32,"PF",4,4,19,32,"PF",4,4,19,32,"PF",5,4,16,28,"PF",4,4,19,30,"PF",4,4,19,30,46,51,52,51,51,51,44,49,49,57.882098878361,58.0436185534095,57.7130075359764,57.2936274690803,56.8718558833626,56.129356123904,55.4851682463355,54.6590798719228,53.8860297834744,17.0441918319037,17.0731995129351,17.1014232305516,17.1283929132551,17.1545845973727,17.1798865777264,17.2046264514699,17.2297887449653,17.2548272130843,"Large","Large","Large","Large","Large","Large","Large","Large","Large",8.5391234376661,8.57938767915253,8.62265416140957,8.6429796789154,8.68183924392898,8.66351018210939,8.70702064252606,8.74218034541561,8.77729580011617,12.683743679954,3.92395151700488,78.2922133702161,80.5965490614427,82.9036881750774,85.169997798197,87.430213698936,89.6705947659111,91.9167036218109,94.2588824144165,96.6487752083185,4.3604481519497,4.38945583298111,4.41767955059767,4.44464923330113,4.47084091741875,4.49614289777246,4.52088277151595,4.5460450650113,4.57108353313037,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HRV","Croatia","Europe","Balkans","Eastern European",56538,0,0,"Post Communist",0,0,0,0,1,4151725,4106867,4041407,3988775,3949390,3914206,3878981,3855641,3859686,29446.7939621276,30798.7558830463,32324.4750650869,33702.3095978499,35093.7433630856,32466.1082353855,36899.1955914521,39828.032540985,41100.2524147116,"F",1,2,36,50,"F",1,2,37,50,"F",1,2,37,50,"F",1,2,37,49,"F",1,2,36,49,"F",1,2,36,49,"F",1,2,36,49,"F",1,2,36,49,"F",2,2,35,49,86,87,87,86,85,85,85,85,84,73.6339931373504,73.121934053401,72.2363656368294,71.643308533369,71.0555968296334,71.0346806092125,70.7284060075158,70.0837963253116,70.3154524884441,15.2390344684937,15.2281710086792,15.2121034566331,15.1989947241827,15.189071694572,15.1801230571321,15.1710830482405,15.1650478287186,15.1660963909819,"Small","Small","Small","Small","Small","Small","Small","Small","Small",10.2903403193889,10.3352295747382,10.3835799642224,10.4253216480529,10.4657781418013,10.3879520006725,10.5159450301014,10.5923262785455,10.6237695419426,10.9426682574348,4.51177480179201,73.4324701970356,72.6390569174714,71.4812515476317,70.550337825887,69.8537266970887,69.2314195762142,68.608387279352,68.1955675828646,68.2671123845909,4.29636621105888,4.28550275124443,4.26943519919827,4.25632646674784,4.24640343713715,4.2374547996973,4.22841479080567,4.22237957128378,4.22342813354708,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CUB","Cuba","Americas","Carribbean","Latin America",110861,0,1,"No",0,0,1,0,0,11275065,11265612,11247829,11227118,11202846,11176354,11122168,11059820,11019931,21016.65,21100,21200,21250,21300,21400,21450,21500,21600,"NF",7,6,1,13,"NF",7,6,1,14,"NF",7,6,1,14,"NF",7,6,1,13,"NF",7,6,1,13,"NF",7,6,1,13,"NF",7,6,1,12,"NF",7,6,1,11,"NF",7,6,1,11,14,15,15,14,14,14,13,12,12,68.6949982962457,68.1057328215062,67.5439337953864,67.2444475468048,66.7759694676322,66.3906172348916,66.0251459477621,65.5012644997546,65.1982610989506,16.2381042083031,16.237265457936,16.2356856902143,16.2338426597625,16.2316784111284,16.2293108544352,16.2244507918125,16.2188292790616,16.2152161003264,"Large","Large","Large","Large","Large","Large","Large","Large","Large",9.95307025970323,9.95702831946416,9.9617564606601,9.96411217435256,9.96646235169752,9.97114620100994,9.97347992435616,9.97580821411575,9.98044859367226,11.6160324433192,4.2253728246285,101.704521878749,101.619252938364,101.458844859779,101.272025329016,101.053084493194,100.814118580926,100.325344350132,99.7629463923291,99.4031354579158,4.62207176498395,4.62123301461686,4.61965324689513,4.61781021644327,4.61564596780924,4.613278411116,4.60841834849329,4.60279683574247,4.59918365700724,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"CYP","Cyprus","Europe","Southern Europe","Mediterranean",9251,0,1,"No",0,0,0,0,0,1219502,1237112,1254275,1270737,1286671,1302247,1317309,1331370,1344976,37871.48046875,40176.29296875,42093.39453125,44190.98828125,46157.0234375,44166.984375,48740.36328125,51622.46875,52148.04296875,"F",1,1,37,56,"F",1,1,38,56,"F",1,1,38,56,"F",1,1,38,56,"F",1,1,38,56,"F",1,1,38,56,"F",1,1,38,56,"F",1,1,38,55,"F",1,1,38,54,93,94,94,94,94,94,94,93,92,54.678440237778,54.2562798215115,53.5869580862961,53.0177058878033,52.7621142178046,52.5739923907021,52.0345338383933,51.5404339900428,51.4390102699833,14.0139531366532,14.028290188909,14.0420682743783,14.0551076050778,14.0675688206429,14.0796017918997,14.0911015773513,14.1017190452225,14.1118867269927,"Small","Small","Small","Small","Small","Small","Small","Small","Small",10.5419536135764,10.6010323735041,10.6476461078652,10.6962761622388,10.7398044155131,10.6957328291107,10.7942627806034,10.8517122975843,10.8618419327593,9.13248693277132,4.38742864252069,131.823802832126,133.727380823695,135.582639714625,137.362123013728,139.084531402011,140.768241271214,142.396389579505,143.916333369365,145.387093287212,4.88146620388185,4.89580325613764,4.90958134160695,4.92262067230647,4.93508188787156,4.94711485912834,4.95861464457994,4.96923211245118,4.97939979422138,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CZE","Czechia","Europe","East-Central Europe","Eastern European",78864,1,0,"Post Communist",0,0,0,0,1,10546059,10566332,10594438,10629928,10671870,10697858,10505772,10672118,10864042,42028.5953429958,43030.5798615586,45136.7331871432,46259.278195142,47720.4922288837,45079.2013087729,47752.8801472845,48346.9712129599,47452.3485573819,"F",1,1,38,57,"F",1,1,38,57,"F",1,1,38,56,"F",1,1,37,56,"F",1,1,36,55,"F",1,1,36,55,"F",1,1,36,55,"F",1,1,36,55,"F",1,1,36,56,95,95,94,93,91,91,91,91,92,74.0096540553252,73.5360993382562,72.7135188601196,72.0822258042902,71.5648518741335,71.5538820589631,71.1465711198977,70.7079234500865,70.5454102688055,16.1712627935951,16.1731832777535,16.175839704389,16.179183977012,16.183121865654,16.1855540924762,16.1674353783759,16.1831451040479,16.2009689947525,"Large","Large","Large","Large","Large","Large","Large","Large","Large",10.646105507098,10.6696663014927,10.7174516770646,10.7420173324458,10.7731161910975,10.7161762508001,10.7737946613105,10.7861588559609,10.767481298227,11.2754801289452,4.55790382524029,133.72462720633,133.981689997971,134.338075674579,134.788090890647,135.319917833232,135.649447149523,133.21378575776,135.32306248732,137.75666970988,4.89578266464996,4.89770314880838,4.90035957544387,4.90370384806687,4.90764173670889,4.91007396353101,4.89195524943076,4.90766497510277,4.92548886580736,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"DNK","Denmark","Europe","Nordic","Nordic",43094,0,0,"No",0,0,0,0,0,5683483,5728010,5764980,5793636,5814422,5831404,5856733,5903037,5946952,61837.3607779197,63242.1828680895,64757.2066913092,65635.4413386634,66520.0708667803,65145.6741742672,69652.2330084663,70170.2241633235,71390.0024641919,"F",1,1,40,58,"F",1,1,40,58,"F",1,1,40,57,"F",1,1,40,57,"F",1,1,40,57,"F",1,1,40,57,"F",1,1,40,57,"F",1,1,40,57,"F",1,1,40,57,98,98,97,97,97,97,97,97,97,72.7939734916933,72.4195996012097,71.7419402674254,71.2022645908696,70.7598612673782,70.7435326115976,70.2397458828894,69.7851894236232,69.591353293221,15.5530748069898,15.5608787334312,15.5673122424685,15.5722706317273,15.5758519408862,15.578768352661,15.5831024975551,15.5909775222025,15.5983893773597,"Small","Small","Small","Small","Small","Small","Small","Small","Small",11.0322630041151,11.0547268079334,11.0784002736203,11.0918710933509,11.1052589986518,11.0843811824094,11.1512700391171,11.1586793428162,11.1759131170138,10.6711390552642,4.61462534475885,131.885714948717,132.91896783775,133.776859887687,134.441824848007,134.924165777138,135.318234557015,135.905996194366,136.980484522207,137.999535898269,4.88193575172562,4.88973967816697,4.89617318720435,4.90113157646314,4.90471288562206,4.90762929739683,4.91196344229093,4.91983846693833,4.92725032209553,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"DJI","Djibouti","Africa","East Africa","MENA",23200,0,0,"No",0,0,0,1,0,1020313,1037653,1054841,1071882,1088709,1105188,1121248,1137096,1152944,4940.6316223691,5204.13108447602,5398.75077138447,5566.58128892774,5784.44800821916,5773.20749301878,5947.86088370479,6083.64368190087,6400.62016334753,"NF",6,5,9,19,"NF",6,5,9,19,"NF",6,5,7,19,"NF",6,5,7,19,"NF",6,5,7,19,"NF",7,5,5,19,"NF",7,5,5,19,"NF",7,5,5,19,"NF",7,5,5,19,28,28,26,26,26,24,24,24,24,47.8756587816194,47.0835931390629,46.2839625717487,45.750664116754,45.5136114517673,45.5035453376223,45.0744949438853,44.4697025468087,44.3463439032942,13.8356200009328,13.8524719900939,13.8689006026338,13.8849265399274,13.9005031485753,13.9155260142092,13.92995290863,13.9439882018861,13.9578292291211,"Small","Small","Small","Small","Small","Small","Small","Small","Small",8.5052484607879,8.55720802849195,8.59392286715695,8.62453637230075,8.66292821730843,8.66098309638953,8.69078691855481,8.71335908524413,8.76415016517626,10.0519075576544,4.04100232808513,43.9790086206897,44.7264224137931,45.4672844827586,46.2018103448276,46.9271120689655,47.6374137931034,48.3296551724138,49.0127586206897,49.6958620689655,3.78371244327841,3.80056443243949,3.8169930449794,3.83301898227296,3.84859559092085,3.86361845655475,3.87804535097563,3.89208064423171,3.90592167146672,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DMA","Dominica","Americas","Carribbean","Carribbean",751,0,1,"No",0,0,0,0,0,70410,69606,68496,68174,67880,67573,67202,66826,66510,15926.804831029,16556.0160260244,15710.7113748193,16344.8995689748,17318.9628927132,14508.9226429359,15594.2853457545,16557.6406670121,17420.2512475009,"F",1,1,38,57,"F",1,1,38,57,"F",1,1,38,57,"F",1,1,37,56,"F",1,1,37,56,"F",1,1,37,56,"F",1,1,37,56,"F",1,1,37,56,"F",1,1,37,56,95,95,95,93,93,93,93,93,93,75.2623091226249,75.1552414083535,74.9170870846126,74.3893968855503,74.44394128457,74.199842965091,73.86204028036,73.710250224255,73.5417493571232,11.1620905775132,11.1506060495035,11.1345306283847,11.1298185394727,11.1254967193482,11.1209637739623,11.1154582879731,11.1098475053546,11.1051075912785,"Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro","Micro",9.67575880720728,9.71450482085706,9.66209801188071,9.70167117469005,9.75955730114999,9.58251909384084,9.65465980213451,9.7146029459904,9.76538867323594,6.62140565176413,4.10401977272489,93.7549933422104,92.6844207723036,91.2063914780293,90.7776298268975,90.3861517976032,89.9773635153129,89.4833555259654,88.982689747004,88.5619174434088,4.54068492574904,4.52920039773933,4.51312497662059,4.5084128877086,4.50409106758403,4.49955812219816,4.49405263620899,4.48844185359043,4.48370193951433,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"DOM","Dominican Republic","Americas","Carribbean","Latin America",48734,0,1,"No",0,0,1,0,0,10434829,10551430,10666843,10782053,10894043,11008300,11123476,11230734,11331265,17777.0111588467,18751.2870603502,19414.0012214465,20547.6589012268,21363.8610383998,19721.3207241074,21912.2589614037,22757.3896159896,23087.9343626862,"F",2,3,30,43,"PF",3,3,29,41,"PF",3,3,27,41,"PF",3,3,26,41,"PF",3,3,26,41,"PF",3,3,26,41,"PF",3,3,26,41,"PF",3,3,27,41,"PF",3,3,27,41,73,70,68,67,67,67,67,68,68,66.6049511861892,66.3717786303119,65.7970352049259,65.5878994062873,65.2800041235802,64.7248665199468,64.3253150833638,63.6344033625124,63.306502270479,16.1606597112006,16.1717719537247,16.1826507032093,16.1933935505817,16.2037266840448,16.2141600916909,16.2245683878687,16.2341646852199,16.2430762772572,"Large","Large","Large","Large","Large","Large","Large","Large","Large",9.78566139363508,9.8390176722614,9.87374979718792,9.93050229135335,9.96945603696368,9.8894555997531,9.99480152911896,10.0326451899223,10.0470654380906,10.7941322174267,4.15549187094334,214.118049000698,216.510649649116,218.878873066032,221.242931013256,223.540915992941,225.88541880412,228.248779086469,230.449665531251,232.512516928633,5.36652749377387,5.37763973629795,5.38851848578255,5.39926133315505,5.40959446661813,5.42002787426419,5.43043617044202,5.44003246779315,5.44894405983048,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ECU","Ecuador","Americas","Central America","Latin America",275716,0,0,"No",0,0,1,0,0,16266225,16505139,16759519,17049547,17340021,17546065,17682454,17823897,17980083,13864.4877052902,13569.7967959864,14161.7051815893,14066.1762612468,13853.4207787933,12425.0175450466,13539.7108484794,14263.2039756632,14472.3165053895,"PF",3,3,24,35,"PF",3,3,24,35,"PF",3,4,24,33,"PF",3,3,25,35,"PF",3,3,25,38,"PF",3,3,27,38,"PF",3,3,27,40,"F",2,3,31,40,"F",2,3,30,40,59,59,57,60,63,65,67,71,70,66.7140934001583,66.410482689914,65.9886577434739,65.652718602342,65.2210753976167,64.7685685331576,64.3345960371088,63.7905736025176,63.735712566684,16.6046014301473,16.6191823449244,16.6344769533224,16.6516341924259,16.6685277403886,16.6803402662117,16.6880834064468,16.6960506429671,16.7047752032374,"Large","Large","Large","Large","Large","Large","Large","Large","Large",9.53708600859626,9.51560177821322,9.55829678242613,9.55152834780373,9.53628746875757,9.42746726304002,9.51338219088221,9.56543835145623,9.57999289702597,12.527126629423,3.8077729108024,58.996304168057,59.8628262414949,60.7854422666802,61.8373507522233,62.890876844289,63.6381820423914,64.132854096244,64.6458566060729,65.2123308041608,4.0774748007243,4.09205571550136,4.10735032389936,4.12450756300288,4.1414011109656,4.15321363678864,4.16095677702379,4.16892401354413,4.17764857381435,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"EGY","Egypt","Africa","North Africa","MENA",1001449,0,0,"No",0,0,0,1,0,99597342,101644589,103696057,105682094,107553158,109315124,110957008,112618250,114535772,13425.9119599775,13727.3201600494,14018.360593453,14488.2094340483,15026.5682438097,15309.2359881702,15579.0160861551,16360.3907750364,16691.1332373374,"NF",6,5,8,18,"NF",6,5,9,18,"NF",6,5,9,17,"NF",6,6,10,16,"NF",6,6,8,14,"NF",6,6,7,14,"NF",6,6,6,12,"NF",6,6,6,12,"NF",6,6,6,12,26,27,26,26,22,21,18,18,18,56.8506990396122,56.4529465260681,55.8061647091418,55.2485409735466,54.9938684695501,54.8263006167924,54.3713760056195,53.8177989083538,53.6556595464261,18.4166460354517,18.4369928649445,18.4569746493332,18.4759460325165,18.4934957763339,18.509745315029,18.5246533689353,18.5395143386894,18.5563977513798,"Large","Huge","Huge","Huge","Huge","Huge","Huge","Huge","Huge",9.50494184704963,9.52714329836056,9.54812322033143,9.58109045514957,9.61757512958459,9.63621158460904,9.65368016506566,9.70261849587614,9.72263291353222,13.8169585091768,4.32192266635639,99.4532342635521,101.497519094832,103.546018818732,105.52918221497,107.397538966038,109.156955571377,110.796463923774,112.455302267015,114.370049797843,4.59968752627496,4.62003435576767,4.64001614015639,4.6589875233397,4.67653726715708,4.69278680585225,4.70769485975856,4.72255582951259,4.73943924220304,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLV","El Salvador","Americas","Central America","Latin America",21041,0,0,"No",0,0,1,0,0,6183676,6200800,6213533,6219807,6222318,6234673,6255782,6280319,6309624,9646.15432339854,9863.76121214453,10064.7934942601,10297.203612692,10543.9383291317,9692.44931605799,10809.713399518,11068.9214300637,11404.3342262685,"F",2,3,35,40,"F",2,3,33,36,"F",2,3,34,36,"F",2,3,34,36,"F",2,3,32,35,"PF",2,4,32,34,"PF",2,4,30,33,"PF",3,4,26,33,"PF",3,4,25,31,75,69,70,70,67,66,63,59,56,63.6762718235439,63.018065494492,62.4080682320311,62.2031041263074,61.0069694978687,60.5014692672907,60.1606190892718,59.6713733807463,59.1955766674387,15.6374234746039,15.6401888739494,15.6422402132304,15.643249435295,15.6436530641019,15.6456366898509,15.6490167140528,15.6529313333326,15.6575866447863,"Small","Small","Small","Small","Small","Small","Small","Small","Small",9.17431459919455,9.19662283653662,9.2167988206513,9.23962764344319,9.26330640781885,9.17910244033956,9.28820039774876,9.311896589164,9.34174875741339,9.95422819423931,4.07668962698338,293.886982557863,294.700822204268,295.305974050663,295.604153794972,295.723492229457,296.31067915023,297.313910935792,298.480062734661,299.872819732902,5.68319528036454,5.68596067971013,5.68801201899111,5.68902124105574,5.68942486986257,5.69140849561154,5.6947885198135,5.69870313909333,5.70335845054703,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"GNQ","Equatorial Guinea","Africa","Central Africa","Sub-Sahara",28051,0,0,"No",0,1,0,0,0,1453923,1508186,1562396,1616422,1670177,1716468,1758786,1803545,1847549,27797.7942803179,24435.0645564801,22250.4389230263,20165.4795550607,18446.5916579681,17089.153726379,16821.4486470413,16932.7706827155,15688.2384192658,"NF",7,7,1,7,"NF",7,7,1,7,"NF",7,7,1,7,"NF",7,7,1,6,"NF",7,7,0,6,"NF",7,7,0,6,"NF",7,7,0,5,"NF",7,7,0,5,"NF",7,7,0,5,8,8,8,7,6,6,5,5,5,53.3970358987548,53.3062127046504,52.7562869246518,51.7991415869507,51.2876474793135,50.6840506814124,50.0346724410097,49.2712209376565,48.8622782010076,14.1897759783143,14.2264181621191,14.2617310983775,14.2957256225863,14.3284401668006,14.3557792491195,14.3801343562844,14.4052647304977,14.4293704537803,"Small","Small","Small","Small","Small","Small","Small","Small","Small",10.2327119540963,10.1037744516684,10.0101170142774,9.9117274885799,9.82263489841778,9.74619925623984,9.73041005627732,9.73700611694773,9.66066656531717,10.2417795609393,3.89250027095831,51.8314142098321,53.7658550497308,55.6984064739225,57.6243984171687,59.5407293857617,61.1909735838295,62.6995829025703,64.2952122918969,65.8639264197355,3.94799641737504,3.98463860117982,4.01995153743822,4.05394606164703,4.0866606058613,4.11399968818019,4.13835479534514,4.16348516955841,4.18759089284099,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERI","Eritrea","Africa","East Africa","Sub-Sahara",121320,0,0,"No",0,1,0,0,0,3105546,3124698,3150347,3192760,3240194,3291271,3350183,3409447,3470390,1624.28,1726.77,1537.45,1717.68,1761.13,1736.33517857143,1711.54035714286,1686.74553571429,1661.95071428571,"NF",7,7,1,2,"NF",7,7,1,2,"NF",7,7,1,2,"NF",7,7,1,2,"NF",7,7,1,1,"NF",7,7,1,1,"NF",7,7,1,1,"NF",7,7,1,2,"NF",7,7,1,2,3,3,3,3,2,2,2,3,3,49.4604759973631,48.7946334755025,47.9512525559568,47.4405312550073,47.1884220236244,47.1362504046266,46.771985524398,46.0509536998215,45.9072351553671,14.9487001033014,14.9548481964827,14.9630231634649,14.9763963044498,14.9911437625192,15.0067843703268,15.0245255291749,15.0420606660207,15.0597775375384,"Small","Small","Small","Small","Small","Small","Small","Small","Small",7.39281991965318,7.45400789035459,7.33788047882667,7.44872982209845,7.47371092746374,7.45953195179763,7.44514903767638,7.43055623282509,7.41574732051463,11.7061869618025,4.10456977278413,25.5979723046489,25.7558358061325,25.9672518958127,26.3168480052753,26.7078305308276,27.1288410814375,27.6144329047148,28.1029261457303,28.6052588196505,3.24251314149883,3.24866123468018,3.25683620166243,3.27020934264724,3.28495680071668,3.30059740852428,3.31833856737241,3.33587370421822,3.35359057573586,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EST","Estonia","Europe","East-Central Europe","Eastern European",45227,0,0,"Post Communist",0,0,0,0,1,1315407,1315790,1317384,1321977,1326898,1329522,1330932,1348840,1370286,36696.6226271125,37820.6429419379,39903.3724760975,41235.9081917334,42613.9987801371,41303.4126628101,44211.5558816244,43650.9384247922,41668.8375702059,"F",1,1,39,56,"F",1,1,38,56,"F",1,1,38,56,"F",1,1,38,56,"F",1,1,38,56,"F",1,1,38,56,"F",1,1,38,56,"F",1,1,38,56,"F",1,1,38,56,95,94,94,94,94,94,94,94,94,73.8156678217368,73.627717708488,73.1634305391285,72.7852165865828,72.4274152478463,72.480267526902,71.9782354344423,71.5228350617506,71.2785945010395,14.0896566814104,14.089947803666,14.0911585099806,14.0946389013604,14.0983544452508,14.1003300371026,14.1013900066657,14.1147555217805,14.1305300351412,"Small","Small","Small","Small","Small","Small","Small","Small","Small",10.5104400032988,10.5406103421192,10.5942161225165,10.6270647138032,10.6599380881394,10.6287004065961,10.6967414791805,10.6839800598864,10.637508827944,10.7194495326135,4.65109911787649,29.0845512636257,29.0930196563999,29.1282640900347,29.2298184712672,29.3386251575386,29.3966435978508,29.4278196652442,29.8237778318261,30.2979636058107,3.37020714879694,3.37049827105248,3.37170897736714,3.37518936874695,3.37890491263732,3.3808805044891,3.3819404740522,3.39530598916703,3.41108050252776,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
